pk,name,description
184,C_1000uF_35V_essv_th,Electrolitic standard vertical capacitor
193,C_2200uF_16V_essv_th,Electrolitic standard vertical capacitor
195,C_22uF_400V_essv_th,Electrolitic standard vertical capacitor
194,C_3300uF_16V_essv_th,Electrolitic standard vertical capacitor
